study_accession	experiment_accession	experiment_title	sample_taxon_id	sample_scientific_name	experiment_library_strategy	experiment_library_source	experiment_library_selection	sample_accession	sample_alias	experiment_instrument_model	pool_member_spots	run_1_size	run_1_accession	run_1_total_spots	run_1_total_bases
ERP122366	ERX11829963	qiita_ptid_16315:11135.Sample.X3147482	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736012	SAMEA115100566	Illumina NovaSeq 6000	6203003	580451946	ERR12454666	6203003	1800754439
ERP122366	ERX11829994	qiita_ptid_16315:11135.Sample.X3149762	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736043	SAMEA115100597	Illumina NovaSeq 6000	9711274	903400167	ERR12454697	9711274	2813288732
ERP122366	ERX11829970	qiita_ptid_16315:11135.Sample.X3148175	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736019	SAMEA115100573	Illumina NovaSeq 6000	4514267	427830990	ERR12454673	4514267	1308990251
ERP122366	ERX11830097	qiita_ptid_16315:11135.Sample.X3164504	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736143	SAMEA115100697	Illumina NovaSeq 6000	8392012	778668316	ERR12454800	8392012	2438996593
ERP122366	ERX11830190	qiita_ptid_16315:11135.Sample.x3157227	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736236	SAMEA115100790	Illumina NovaSeq 6000	10483546	1030220823	ERR12454893	10483546	3154693129
ERP122366	ERX11830093	qiita_ptid_16315:11135.Sample.X3163198	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736139	SAMEA115100693	Illumina NovaSeq 6000	8160772	798651796	ERR12454796	8160772	2360010104
ERP122366	ERX11830079	qiita_ptid_16315:11135.Sample.X3161292	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736125	SAMEA115100679	Illumina NovaSeq 6000	5953758	546655267	ERR12454782	5953758	1693441020
ERP122366	ERX11829957	qiita_ptid_16315:11135.Sample.X3146815	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736006	SAMEA115100560	Illumina NovaSeq 6000	6239842	590834194	ERR12454660	6239842	1814287132
ERP122366	ERX11830041	qiita_ptid_16315:11135.Sample.X3157111	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736088	SAMEA115100642	Illumina NovaSeq 6000	8683368	806025781	ERR12454744	8683368	2511926308
ERP122366	ERX11829949	qiita_ptid_16315:11135.Sample.X3145431	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17735998	SAMEA115100552	Illumina NovaSeq 6000	7702705	720593521	ERR12454652	7702705	2222435232
ERP122366	ERX11830205	qiita_ptid_16315:11135.Sample.x3159712	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736251	SAMEA115100805	Illumina NovaSeq 6000	6938733	670293480	ERR12454908	6938733	2067344111
ERP122366	ERX11829936	qiita_ptid_16315:11135.Sample.X3144272	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17735985	SAMEA115100539	Illumina NovaSeq 6000	5764895	535836469	ERR12454639	5764895	1670572482
ERP122366	ERX11829941	qiita_ptid_16315:11135.Sample.X3145145	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17735990	SAMEA115100544	Illumina NovaSeq 6000	5301525	485544172	ERR12454644	5301525	1504168768
ERP122366	ERX11830221	qiita_ptid_16315:11135.Sample.x3162162	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736267	SAMEA115100821	Illumina NovaSeq 6000	5781517	547896140	ERR12454924	5781517	1703483494
ERP122366	ERX11829872	qiita_ptid_16315:11135.BLANK.HNRC.4.10A	256318	metagenome	WGS	METAGENOMIC	PCR	ERS17735922	SAMEA115100476	Illumina NovaSeq 6000	2460606	245256712	ERR12454575	2460606	741849661
ERP122366	ERX11830199	qiita_ptid_16315:11135.Sample.x3158722	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736245	SAMEA115100799	Illumina NovaSeq 6000	7369815	677374911	ERR12454902	7369815	2096123285
ERP122366	ERX11830013	qiita_ptid_16315:11135.Sample.X3152400	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736061	SAMEA115100615	Illumina NovaSeq 6000	8097398	762662717	ERR12454716	8097398	2331347070
ERP122366	ERX11829890	qiita_ptid_16315:11135.BLANK.HNRC.4.12C	256318	metagenome	WGS	METAGENOMIC	PCR	ERS17735940	SAMEA115100494	Illumina NovaSeq 6000	163824	16334342	ERR12454593	163824	49401557
ERP122366	ERX11830089	qiita_ptid_16315:11135.Sample.X3162461	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736135	SAMEA115100689	Illumina NovaSeq 6000	6697021	645889148	ERR12454792	6697021	1988044448
ERP122366	ERX11829954	qiita_ptid_16315:11135.Sample.X3146047	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736003	SAMEA115100557	Illumina NovaSeq 6000	7190223	668107778	ERR12454657	7190223	2082235905
ERP122366	ERX11829948	qiita_ptid_16315:11135.Sample.X3145412	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17735997	SAMEA115100551	Illumina NovaSeq 6000	9306306	865525035	ERR12454651	9306306	2720167140
ERP122366	ERX11830054	qiita_ptid_16315:11135.Sample.X3158952	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736101	SAMEA115100655	Illumina NovaSeq 6000	9495838	913075053	ERR12454757	9495838	2802228038
ERP122366	ERX11830146	qiita_ptid_16315:11135.Sample.x3148381	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736192	SAMEA115100746	Illumina NovaSeq 6000	6117603	573661434	ERR12454849	6117603	1808043790
ERP122366	ERX11830118	qiita_ptid_16315:11135.Sample.X3168404	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736164	SAMEA115100718	Illumina NovaSeq 6000	6119585	560801503	ERR12454821	6119585	1745588550
ERP122366	ERX11829975	qiita_ptid_16315:11135.Sample.X3148303	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736024	SAMEA115100578	Illumina NovaSeq 6000	7351499	681637480	ERR12454678	7351499	2113758416
ERP122366	ERX11830133	qiita_ptid_16315:11135.Sample.x3144610	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736179	SAMEA115100733	Illumina NovaSeq 6000	8182400	767327229	ERR12454836	8182400	2388829105
ERP122366	ERX11829882	qiita_ptid_16315:11135.BLANK.HNRC.4.11C	256318	metagenome	WGS	METAGENOMIC	PCR	ERS17735932	SAMEA115100486	Illumina NovaSeq 6000	1773195	177549998	ERR12454585	1773195	534324598
ERP122366	ERX11829969	qiita_ptid_16315:11135.Sample.X3148056	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736018	SAMEA115100572	Illumina NovaSeq 6000	4760311	457817274	ERR12454672	4760311	1404248421
ERP122366	ERX11830004	qiita_ptid_16315:11135.Sample.X3150329	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736052	SAMEA115100606	Illumina NovaSeq 6000	7791713	729414633	ERR12454707	7791713	2253701998
ERP122366	ERX11829942	qiita_ptid_16315:11135.Sample.X3145194	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17735991	SAMEA115100545	Illumina NovaSeq 6000	9490167	883255043	ERR12454645	9490167	2721232697
ERP122366	ERX11829854	qiita_ptid_16315:11135.BLANK.HNRC.1.1G	256318	metagenome	WGS	METAGENOMIC	PCR	ERS17735904	SAMEA115100458	Illumina NovaSeq 6000	13092	1336244	ERR12454557	13092	3945195
ERP122366	ERX11830144	qiita_ptid_16315:11135.Sample.x3148183	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736190	SAMEA115100744	Illumina NovaSeq 6000	10173514	921658329	ERR12454847	10173514	2893275339
ERP122366	ERX11830039	qiita_ptid_16315:11135.Sample.X3157032	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736086	SAMEA115100640	Illumina NovaSeq 6000	7204764	676100865	ERR12454742	7204764	2079199352
ERP122366	ERX11830229	qiita_ptid_16315:11135.Sample.x3165511	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736275	SAMEA115100829	Illumina NovaSeq 6000	9152665	856399790	ERR12454932	9152665	2625626436
ERP122366	ERX11830075	qiita_ptid_16315:11135.Sample.X3160773	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736121	SAMEA115100675	Illumina NovaSeq 6000	9067129	856677228	ERR12454778	9067129	2663516732
ERP122366	ERX11829997	qiita_ptid_16315:11135.Sample.X3149920	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736045	SAMEA115100599	Illumina NovaSeq 6000	6132754	579991086	ERR12454700	6132754	1802638469
ERP122366	ERX11829976	qiita_ptid_16315:11135.Sample.X3148348	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736025	SAMEA115100579	Illumina NovaSeq 6000	5436378	519125033	ERR12454679	5436378	1595618580
ERP122366	ERX11830149	qiita_ptid_16315:11135.Sample.x3148590	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736195	SAMEA115100749	Illumina NovaSeq 6000	9409043	887900764	ERR12454852	9409043	2766520177
ERP122366	ERX11829990	qiita_ptid_16315:11135.Sample.X3149464	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736039	SAMEA115100593	Illumina NovaSeq 6000	5564158	511331589	ERR12454693	5564158	1590930612
ERP122366	ERX11829924	qiita_ptid_16315:11135.Sample.X3143593	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17735974	SAMEA115100528	Illumina NovaSeq 6000	6101598	558864925	ERR12454627	6101598	1734934519
ERP122366	ERX11830121	qiita_ptid_16315:11135.Sample.X3168692	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736167	SAMEA115100721	Illumina NovaSeq 6000	9743969	903181370	ERR12454824	9743969	2797316227
ERP122366	ERX11830165	qiita_ptid_16315:11135.Sample.x3151121	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736211	SAMEA115100765	Illumina NovaSeq 6000	7066288	649234315	ERR12454868	7066288	2010914102
ERP122366	ERX11829939	qiita_ptid_16315:11135.Sample.X3144759	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17735988	SAMEA115100542	Illumina NovaSeq 6000	5086075	482575699	ERR12454642	5086075	1492257546
ERP122366	ERX11830087	qiita_ptid_16315:11135.Sample.X3162159	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736133	SAMEA115100687	Illumina NovaSeq 6000	5043048	464947429	ERR12454790	5043048	1448533526
ERP122366	ERX11830009	qiita_ptid_16315:11135.Sample.X3152104	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736057	SAMEA115100611	Illumina NovaSeq 6000	5772621	540092068	ERR12454712	5772621	1672358551
ERP122366	ERX11830002	qiita_ptid_16315:11135.Sample.X3150253	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736050	SAMEA115100604	Illumina NovaSeq 6000	11378282	1106001040	ERR12454705	11378282	3384872556
ERP122366	ERX11829943	qiita_ptid_16315:11135.Sample.X3145225	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17735992	SAMEA115100546	Illumina NovaSeq 6000	5976782	565715839	ERR12454646	5976782	1733828842
ERP122366	ERX11829867	qiita_ptid_16315:11135.BLANK.HNRC.3.3D	256318	metagenome	WGS	METAGENOMIC	PCR	ERS17735917	SAMEA115100471	Illumina NovaSeq 6000	346016	34921807	ERR12454570	346016	104322231
ERP122366	ERX11830138	qiita_ptid_16315:11135.Sample.x3147538	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736184	SAMEA115100738	Illumina NovaSeq 6000	7884460	727636197	ERR12454841	7884460	2277238823
ERP122366	ERX11829912	qiita_ptid_16315:11135.Sample.X3140410	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17735962	SAMEA115100516	Illumina NovaSeq 6000	7795347	756369533	ERR12454615	7795347	2306032162
ERP122366	ERX11829919	qiita_ptid_16315:11135.Sample.X3143069	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17735969	SAMEA115100523	Illumina NovaSeq 6000	4752752	442448571	ERR12454622	4752752	1386319351
ERP122366	ERX11830028	qiita_ptid_16315:11135.Sample.X3155559	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736075	SAMEA115100629	Illumina NovaSeq 6000	7043194	657742951	ERR12454731	7043194	2028119698
ERP122366	ERX11830223	qiita_ptid_16315:11135.Sample.x3163255	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736269	SAMEA115100823	Illumina NovaSeq 6000	7249625	685201591	ERR12454926	7249625	2126637340
ERP122366	ERX11830060	qiita_ptid_16315:11135.Sample.X3159447	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736107	SAMEA115100661	Illumina NovaSeq 6000	7178323	673489098	ERR12454763	7178323	2100696818
ERP122366	ERX11830071	qiita_ptid_16315:11135.Sample.X3160521	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736117	SAMEA115100671	Illumina NovaSeq 6000	7257429	674453412	ERR12454774	7257429	2082020022
ERP122366	ERX11829852	qiita_ptid_16315:11135.BLANK.HNRC.1.1E	256318	metagenome	WGS	METAGENOMIC	PCR	ERS17735902	SAMEA115100456	Illumina NovaSeq 6000	20555	2089581	ERR12454555	20555	6194253
ERP122366	ERX11830178	qiita_ptid_16315:11135.Sample.x3155593	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736224	SAMEA115100778	Illumina NovaSeq 6000	6379929	581434769	ERR12454881	6379929	1803738286
ERP122366	ERX11830114	qiita_ptid_16315:11135.Sample.X3167975	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736160	SAMEA115100714	Illumina NovaSeq 6000	3978743	375159861	ERR12454817	3978743	1163474591
ERP122366	ERX11830015	qiita_ptid_16315:11135.Sample.X3152549	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736063	SAMEA115100617	Illumina NovaSeq 6000	6788150	636575234	ERR12454718	6788150	1961362261
ERP122366	ERX11830067	qiita_ptid_16315:11135.Sample.X3159936	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736114	SAMEA115100668	Illumina NovaSeq 6000	6964113	635781868	ERR12454770	6964113	1998532420
ERP122366	ERX11830206	qiita_ptid_16315:11135.Sample.x3160357	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736252	SAMEA115100806	Illumina NovaSeq 6000	9016427	844229156	ERR12454909	9016427	2620698515
ERP122366	ERX11829896	qiita_ptid_16315:11135.BLANK.HNRC.4.4A	256318	metagenome	WGS	METAGENOMIC	PCR	ERS17735946	SAMEA115100500	Illumina NovaSeq 6000	38658	3797001	ERR12454599	38658	11650379
ERP122366	ERX11830148	qiita_ptid_16315:11135.Sample.x3148482	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736194	SAMEA115100748	Illumina NovaSeq 6000	5816072	530253657	ERR12454851	5816072	1651002212
ERP122366	ERX11830048	qiita_ptid_16315:11135.Sample.X3157997	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736095	SAMEA115100649	Illumina NovaSeq 6000	9629757	899163689	ERR12454751	9629757	2779353068
ERP122366	ERX11830179	qiita_ptid_16315:11135.Sample.x3156089	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736225	SAMEA115100779	Illumina NovaSeq 6000	5600636	526414810	ERR12454882	5600636	1624412681
ERP122366	ERX11829911	qiita_ptid_16315:11135.Sample.X3139986	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17735961	SAMEA115100515	Illumina NovaSeq 6000	7177341	652672232	ERR12454614	7177341	2044176201
ERP122366	ERX11830129	qiita_ptid_16315:11135.Sample.x3144049	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736175	SAMEA115100729	Illumina NovaSeq 6000	5797542	533580061	ERR12454832	5797542	1668509664
ERP122366	ERX11829989	qiita_ptid_16315:11135.Sample.X3149264	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736038	SAMEA115100592	Illumina NovaSeq 6000	8328828	787569341	ERR12454692	8328828	2427598699
ERP122366	ERX11829956	qiita_ptid_16315:11135.Sample.X3146791	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736005	SAMEA115100559	Illumina NovaSeq 6000	4937420	455996594	ERR12454659	4937420	1416724570
ERP122366	ERX11830189	qiita_ptid_16315:11135.Sample.x3157101	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736235	SAMEA115100789	Illumina NovaSeq 6000	6410875	623513874	ERR12454892	6410875	1916265077
ERP122366	ERX11830142	qiita_ptid_16315:11135.Sample.x3147970	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736188	SAMEA115100742	Illumina NovaSeq 6000	7114454	652779786	ERR12454845	7114454	2034368562
ERP122366	ERX11830217	qiita_ptid_16315:11135.Sample.x3161751	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736263	SAMEA115100817	Illumina NovaSeq 6000	6709774	616341557	ERR12454920	6709774	1904182192
ERP122366	ERX11830174	qiita_ptid_16315:11135.Sample.x3152781	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736220	SAMEA115100774	Illumina NovaSeq 6000	7475075	695523750	ERR12454877	7475075	2168913025
ERP122366	ERX11829894	qiita_ptid_16315:11135.BLANK.HNRC.4.12G	256318	metagenome	WGS	METAGENOMIC	PCR	ERS17735944	SAMEA115100498	Illumina NovaSeq 6000	48297	4552326	ERR12454597	48297	14541838
ERP122366	ERX11830035	qiita_ptid_16315:11135.Sample.X3156371	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736082	SAMEA115100636	Illumina NovaSeq 6000	6055813	578856494	ERR12454738	6055813	1773070770
ERP122366	ERX11830050	qiita_ptid_16315:11135.Sample.X3158092	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736097	SAMEA115100651	Illumina NovaSeq 6000	7920508	758923957	ERR12454753	7920508	2322239050
ERP122366	ERX11829952	qiita_ptid_16315:11135.Sample.X3145946	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736001	SAMEA115100555	Illumina NovaSeq 6000	7181649	688625038	ERR12454655	7181649	2109920060
ERP122366	ERX11829945	qiita_ptid_16315:11135.Sample.X3145248	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17735994	SAMEA115100548	Illumina NovaSeq 6000	9852362	901457262	ERR12454648	9852362	2797682874
ERP122366	ERX11830162	qiita_ptid_16315:11135.Sample.x3150364	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736208	SAMEA115100762	Illumina NovaSeq 6000	4193882	396410693	ERR12454865	4193882	1229808748
ERP122366	ERX11830108	qiita_ptid_16315:11135.Sample.X3167050	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736154	SAMEA115100708	Illumina NovaSeq 6000	6008803	545632990	ERR12454811	6008803	1698301201
ERP122366	ERX11830134	qiita_ptid_16315:11135.Sample.x3144618	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736180	SAMEA115100734	Illumina NovaSeq 6000	10150515	941715368	ERR12454837	10150515	2944908768
ERP122366	ERX11830044	qiita_ptid_16315:11135.Sample.X3157394	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736091	SAMEA115100645	Illumina NovaSeq 6000	6958735	648382145	ERR12454747	6958735	2006563151
ERP122366	ERX11830151	qiita_ptid_16315:11135.Sample.x3148644	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736197	SAMEA115100751	Illumina NovaSeq 6000	8226588	781184913	ERR12454854	8226588	2424906238
ERP122366	ERX11829992	qiita_ptid_16315:11135.Sample.X3149693	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736041	SAMEA115100595	Illumina NovaSeq 6000	8516260	775598373	ERR12454695	8516260	2392440816
ERP122366	ERX11829869	qiita_ptid_16315:11135.BLANK.HNRC.3.3F	256318	metagenome	WGS	METAGENOMIC	PCR	ERS17735919	SAMEA115100473	Illumina NovaSeq 6000	52513	5144931	ERR12454572	52513	15824628
ERP122366	ERX11829931	qiita_ptid_16315:11135.Sample.X3144020	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17735980	SAMEA115100534	Illumina NovaSeq 6000	5311397	495336876	ERR12454634	5311397	1543827663
ERP122366	ERX11830225	qiita_ptid_16315:11135.Sample.x3164537	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736271	SAMEA115100825	Illumina NovaSeq 6000	7919943	739956429	ERR12454928	7919943	2303341961
ERP122366	ERX11829861	qiita_ptid_16315:11135.BLANK.HNRC.2.2F	256318	metagenome	WGS	METAGENOMIC	PCR	ERS17735911	SAMEA115100465	Illumina NovaSeq 6000	200092	20074657	ERR12454564	200092	60335950
ERP122366	ERX11830195	qiita_ptid_16315:11135.Sample.x3157679	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736241	SAMEA115100795	Illumina NovaSeq 6000	7479365	697099796	ERR12454898	7479365	2150149929
ERP122366	ERX11830111	qiita_ptid_16315:11135.Sample.X3167400	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736157	SAMEA115100711	Illumina NovaSeq 6000	7270765	685411208	ERR12454814	7270765	2128188840
ERP122366	ERX11830096	qiita_ptid_16315:11135.Sample.X3164390	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736142	SAMEA115100696	Illumina NovaSeq 6000	11659315	1155876092	ERR12454799	11659315	3490762254
ERP122366	ERX11830208	qiita_ptid_16315:11135.Sample.x3160553	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736254	SAMEA115100808	Illumina NovaSeq 6000	8497702	790746313	ERR12454911	8497702	2454372040
ERP122366	ERX11830034	qiita_ptid_16315:11135.Sample.X3156296	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736081	SAMEA115100635	Illumina NovaSeq 6000	3843736	368164786	ERR12454737	3843736	1132680096
ERP122366	ERX11830201	qiita_ptid_16315:11135.Sample.x3159112	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736247	SAMEA115100801	Illumina NovaSeq 6000	8576046	797862807	ERR12454904	8576046	2486751978
ERP122366	ERX11830164	qiita_ptid_16315:11135.Sample.x3151014	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736210	SAMEA115100764	Illumina NovaSeq 6000	4743622	448707199	ERR12454867	4743622	1382256012
ERP122366	ERX11830105	qiita_ptid_16315:11135.Sample.X3166616	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736151	SAMEA115100705	Illumina NovaSeq 6000	4587613	432195823	ERR12454808	4587613	1345224710
ERP122366	ERX11829904	qiita_ptid_16315:11135.BLANK.HNRC.4.9E	256318	metagenome	WGS	METAGENOMIC	PCR	ERS17735954	SAMEA115100508	Illumina NovaSeq 6000	2344486	235996443	ERR12454607	2344486	706611905
ERP122366	ERX11830021	qiita_ptid_16315:11135.Sample.X3154708	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736069	SAMEA115100623	Illumina NovaSeq 6000	6944788	650438718	ERR12454724	6944788	2013920930
ERP122366	ERX11830102	qiita_ptid_16315:11135.Sample.X3165529	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736148	SAMEA115100702	Illumina NovaSeq 6000	7104117	675272309	ERR12454805	7104117	2088486789
ERP122366	ERX11830184	qiita_ptid_16315:11135.Sample.x3156417	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736230	SAMEA115100784	Illumina NovaSeq 6000	10280148	1003867885	ERR12454887	10280148	3070495381
ERP122366	ERX11830173	qiita_ptid_16315:11135.Sample.x3152735	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736219	SAMEA115100773	Illumina NovaSeq 6000	8448838	804769560	ERR12454876	8448838	2508509097
ERP122366	ERX11829955	qiita_ptid_16315:11135.Sample.X3146540	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736004	SAMEA115100558	Illumina NovaSeq 6000	7886407	750169031	ERR12454658	7886407	2296623507
ERP122366	ERX11830120	qiita_ptid_16315:11135.Sample.X3168487	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736166	SAMEA115100720	Illumina NovaSeq 6000	8300848	810750695	ERR12454823	8300848	2470472867
ERP122366	ERX11830211	qiita_ptid_16315:11135.Sample.x3160658	408170	human gut metagenome	WGS	METAGENOMIC	PCR	ERS17736257	SAMEA115100811	Illumina NovaSeq 6000	8638603	828559661	ERR12454914	8638603	2556096915
